fecha,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presmax,horapresmax,presmin,horapresmin,horaso2max_estacion29,horaso2max_estacion38,so2max_estacion38,target
373,254,26.3,0.0,18.5,64,34.1,54,32.0,1.7,8.6,25,10.9,987.7,14,982.1,15,13,5,404.0,321.0
32,254,25.7,0.2,19.1,34,32.3,66,20.0,1.7,7.8,61,6.7,984.7,15,979.1,15,10,20,552.0,29.0
79,254,25.4,0.2,18.7,40,32.0,66,33.0,2.5,11.1,78,9.2,983.8,14,980.0,19,13,5,956.0,64.0
340,254,24.7,2.2,18.6,10,30.8,61,31.0,3.3,13.3,142,8.4,985.3,11,980.4,19,3,0,501.0,308.0
215,254,22.6,0.0,17.9,68,27.2,53,31.0,4.2,11.4,22,10.9,986.5,14,982.9,12,19,4,304.0,254.0
18,254,22.6,0.0,16.7,64,28.5,25,34.0,2.5,10.8,45,10.7,987.8,19,984.5,18,5,0,261.0,25.0
541,254,24.0,0.0,17.2,64,30.9,55,15.0,2.5,8.6,22,8.0,988.8,7,985.2,18,14,13,609.4893162393163,398.0
299,254,25.0,0.0,19.6,64,30.4,69,34.0,1.7,9.2,56,7.8,991.6,4,987.1,13,3,13,609.4893162393163,288.0
220,254,24.2,0.0,18.7,64,29.8,55,34.0,2.2,10.0,25,9.4,994.1,14,991.0,9,3,13,609.4893162393163,256.0
312,254,23.6,3.0,19.2,74,28.1,33,29.0,1.1,5.6,65,3.0,995.1,15,991.3,6,12,13,609.4893162393163,293.0
34,254,23.6,0.2,19.0,28,28.1,25,31.0,1.7,6.9,117,6.8,993.1,15,989.1,19,17,1,263.0,31.0
17,254,23.6,0.0,19.0,41,28.3,69,30.0,3.9,12.2,71,11.1,990.9,15,987.4,15,6,17,295.0,25.0
211,254,23.9,0.0,17.6,41,30.2,31,31.0,2.8,11.1,105,10.9,990.2,19,986.7,18,20,4,292.0,252.0
569,254,23.3,0.0,17.6,64,29.0,68,30.0,2.5,9.2,44,8.6,991.7,11,988.5,13,9,9,447.0,406.0
1702,254,24.0,0.0,15.2,60,32.7,55,12.0,1.4,6.4,126,10.6,991.0,9,987.5,13,22,5,593.0,862.0
505,254,25.2,0.0,18.5,63,32.0,69,99.0,3.1,9.7,22,7.7,989.7,14,984.1,13,3,21,326.0,381.0
550,254,24.9,0.0,18.2,44,31.6,55,14.0,1.1,7.2,84,8.9,988.6,14,984.5,12,5,7,337.0,399.0
1592,254,25.5,0.0,18.4,64,32.6,69,99.0,1.1,4.4,71,10.8,991.3,14,988.1,13,20,7,474.0,611.0
56,254,25.9,0.0,18.0,39,33.8,71,14.0,2.2,7.5,6,10.7,990.6,9,985.4,19,5,1,45.0,41.0
1509,254,25.1,0.0,18.6,66,31.6,53,30.0,2.5,11.1,42,10.4,992.3,7,986.0,9,8,5,459.0,493.0
318,254,25.2,0.0,18.8,60,31.6,56,30.0,2.2,8.9,105,10.8,993.5,15,990.5,18,19,19,345.0,295.0
262,254,26.8,0.0,19.3,66,34.4,69,31.0,2.2,13.9,101,10.7,993.7,4,989.1,13,1,24,318.0,273.0
203,254,19.8,0.0,14.6,25,25.0,24,31.0,8.1,20.3,92,10.7,995.4,19,991.5,13,5,4,281.0,248.0
269,254,18.2,0.0,11.7,39,24.8,69,31.0,2.2,15.0,105,10.7,996.9,15,993.6,13,4,1,175.0,277.0
1621,254,21.8,0.0,16.0,65,27.6,71,13.0,3.6,11.1,104,7.4,999.9,7,996.6,10,3,4,527.0,654.0
1451,254,22.4,0.0,15.6,74,29.1,22,13.0,1.4,8.9,105,10.5,999.8,16,992.8,17,12,6,452.0,446.0
1430,254,22.0,0.0,14.8,64,29.3,53,99.0,1.1,7.8,71,10.1,992.8,16,986.4,19,5,18,88.0,431.0
292,254,23.2,0.0,17.2,81,29.1,40,32.0,2.8,11.7,21,10.3,987.5,15,983.6,13,3,4,349.0,287.0
31,254,21.0,0.0,14.7,74,27.2,69,32.0,2.8,14.7,54,10.4,989.7,4,985.9,13,17,5,332.0,28.0
252,254,16.8,0.0,12.6,25,21.0,21,33.0,8.1,22.2,32,10.4,992.9,4,989.0,0,8,4,306.0,268.0
202,254,17.4,0.0,12.0,37,22.8,55,32.0,6.7,18.3,59,9.0,994.1,19,990.5,13,10,3,338.0,248.0
334,254,20.1,0.0,13.0,63,27.2,57,30.0,3.1,12.5,114,10.3,994.4,15,988.8,19,10,6,398.0,305.0
1496,254,20.0,0.0,12.8,74,27.3,56,29.0,1.1,9.7,107,10.3,991.5,14,987.4,18,13,14,531.0,479.0
44,254,20.3,0.0,13.5,38,27.1,69,12.0,1.9,7.5,3,8.6,989.1,15,984.2,18,20,18,507.0,36.0
1716,254,21.0,0.0,15.2,34,26.9,71,30.0,1.9,17.5,144,7.4,986.5,14,980.0,6,23,22,1516.0,928.0
1193,254,15.3,0.2,12.4,32,18.2,26,32.0,5.8,17.5,53,6.3,989.2,6,986.3,10,11,4,318.0,425.62113127001066
423,254,17.0,0.0,11.5,81,22.6,53,31.0,1.9,11.1,59,9.6,988.0,15,985.1,18,13,7,465.0,345.0
422,254,16.6,0.6,11.2,74,22.1,61,13.0,1.4,8.9,115,5.3,986.4,20,981.2,17,9,8,405.0,345.0
504,254,19.4,0.0,14.2,76,24.5,54,14.0,2.5,8.6,138,3.5,981.4,16,976.9,12,6,9,358.0,381.0
347,254,19.3,0.0,12.5,64,26.1,66,16.0,3.3,8.6,9,5.1,987.2,7,980.0,1,12,1,385.0,311.0
567,254,22.3,0.0,15.8,66,28.8,59,13.0,1.1,9.4,8,6.0,991.3,15,987.2,10,12,6,555.0,405.0
579,254,21.8,0.0,16.1,48,27.6,61,12.0,3.3,10.6,140,6.2,990.1,20,981.2,17,8,23,477.0,414.0
222,254,18.0,10.4,13.6,25,22.3,8,28.0,3.3,17.8,21,0.6,981.2,16,974.3,11,14,20,335.0,256.0
404,254,17.4,0.0,12.5,37,22.3,22,32.0,2.8,14.2,31,9.1,981.8,7,976.1,0,13,7,412.0,336.0
333,254,16.5,0.0,9.9,81,23.1,55,31.0,0.8,5.6,32,9.6,987.7,3,981.8,10,5,19,398.0,305.0
584,254,18.0,0.0,11.8,68,24.1,55,99.0,1.1,5.3,71,8.8,987.7,11,982.2,18,12,7,499.0,416.0
1454,254,16.6,7.8,11.2,68,22.1,59,32.0,1.1,8.6,70,4.5,983.5,16,980.8,12,18,17,442.0,449.0
16,254,17.4,12.4,15.1,72,19.8,69,14.0,1.9,7.5,127,0.1,989.6,7,983.2,0,17,9,363.0,25.0
213,254,19.3,0.0,14.8,28,23.8,40,32.0,1.1,4.7,23,7.5,993.2,14,989.4,10,2,1,325.0,253.0
573,254,18.8,0.0,12.7,69,24.9,56,30.0,1.1,9.2,145,9.2,993.7,14,988.9,15,12,23,331.0,407.0
276,254,17.6,0.0,12.6,25,22.5,53,32.0,5.8,15.3,38,9.2,995.6,7,989.1,1,3,5,34.0,281.0
241,254,16.2,0.0,10.3,64,22.0,56,30.0,2.5,12.2,117,9.1,997.3,19,994.6,12,15,6,383.0,265.0
242,254,17.0,0.0,11.1,63,23.0,71,31.0,4.2,11.9,75,8.9,996.3,16,990.1,17,17,7,362.0,265.0
1565,254,17.6,0.0,11.7,16,23.6,56,29.0,2.5,10.8,65,8.8,990.2,16,985.5,13,13,1,565.0,561.0
526,254,15.1,1.0,8.9,81,21.3,40,99.0,0.8,11.1,50,5.0,986.0,16,980.1,17,18,20,563.0,387.0
21,254,10.9,0.0,6.8,25,15.0,67,30.0,7.5,19.2,20,1.1,980.2,16,970.0,17,18,4,559.0,26.0
357,254,7.2,0.0,4.6,16,9.9,54,36.0,6.4,16.9,116,3.8,973.3,3,969.3,1,7,6,562.0,313.0
456,254,6.6,0.0,3.5,78,9.7,14,30.0,5.3,20.0,8,3.6,972.5,16,967.8,4,12,2,565.0,359.0
1567,254,7.4,14.2,2.4,79,12.5,55,14.0,2.8,10.3,3,0.2,974.9,18,972.1,15,0,8,564.0,563.0
244,254,9.4,17.6,8.1,19,10.7,12,31.0,1.7,7.2,58,0.0,977.5,7,970.6,2,12,24,561.0,266.0
14,254,11.8,3.8,7.7,28,15.8,40,32.0,1.4,7.8,116,5.6,988.2,6,977.5,10,14,15,561.0,25.0
1520,254,12.8,0.0,9.3,41,16.2,66,30.0,3.3,15.0,53,4.0,993.0,3,987.3,3,17,7,565.0,507.0
490,254,11.2,0.0,7.1,25,15.3,40,31.0,3.3,15.8,65,8.5,992.3,16,987.8,17,14,20,562.0,373.0
86,254,9.6,0.0,2.8,28,16.3,22,15.0,1.9,7.5,46,8.5,987.8,16,976.3,17,15,8,565.0,81.0
591,254,16.942167990919412,0.9723706651506548,11.183711691259942,25,22.69869466515323,56,29.843572241183164,2.8,12.327588168373143,71,7.860716348931254,989.7056250000014,16,984.4742045454552,18,7,11,559.0,422.0
1574,254,12.3,0.0,8.5,78,16.1,56,23.0,4.7,14.7,75,6.4,982.3,3,974.8,9,13,16,565.0,575.0
1528,254,12.5,0.0,7.8,25,17.2,56,13.0,3.1,8.3,125,2.8,988.7,7,980.8,15,16,20,565.0,518.0
1647,254,11.0,1.0,6.5,78,15.4,22,14.0,1.9,11.7,124,1.7,989.1,15,982.0,22,8,15,562.0,695.0
37,254,12.4,0.0,9.1,74,15.8,40,33.0,4.4,16.4,51,6.4,986.1,14,982.1,9,20,2,561.0,32.0
1626,254,14.3,0.2,9.9,81,18.7,54,27.0,1.7,7.5,83,2.7,984.9,16,980.5,15,12,18,561.0,667.0
70,254,18.0,0.0,12.3,74,23.8,24,99.0,1.7,8.6,71,5.8,984.8,19,981.1,13,5,20,562.0,53.0
43,254,16.9,0.0,12.8,41,21.0,22,16.0,2.5,9.2,70,5.2,990.8,7,982.5,10,14,22,566.0,35.0
1488,254,14.8,0.0,11.3,33,18.2,53,31.0,1.4,5.6,27,1.5,996.2,6,990.8,10,13,5,565.0,475.0
1652,254,13.8,0.0,10.0,74,17.5,54,13.0,1.1,7.8,83,0.0,995.9,16,990.6,17,16,2,564.0,701.0
1470,254,14.7,0.0,12.9,78,16.5,30,14.0,1.4,6.1,116,0.3,991.3,14,989.1,15,15,20,571.0,462.0
1676,254,14.6,0.0,11.2,86,17.9,22,17.0,1.1,6.4,72,2.6,991.5,19,989.0,15,23,16,563.0,768.0
1516,254,13.2,0.0,10.9,74,15.6,56,99.0,1.4,5.8,71,1.5,989.2,16,981.8,17,17,3,56.0,501.0
413,254,11.0,3.0,9.8,18,12.1,6,14.0,2.5,13.3,23,0.0,981.8,16,977.6,17,10,8,56.0,342.0
363,254,12.3,0.0,9.8,12,14.8,71,21.0,1.9,6.4,89,2.3,977.6,16,969.9,18,14,19,57.0,316.0
553,254,10.0,3.4,7.9,4,12.0,12,32.0,1.7,7.2,112,0.7,975.0,7,968.9,12,7,12,563.0,401.0
1572,254,11.2,0.0,6.4,84,15.9,69,14.0,1.9,5.0,141,3.4,985.0,7,975.0,10,0,9,863.0,573.0
1685,254,10.1,0.4,5.4,34,14.8,24,13.0,1.9,6.4,100,4.2,987.5,15,984.6,17,5,23,1423.0,785.0
1607,254,10.2,0.2,6.2,80,14.3,22,29.0,2.2,6.1,100,2.2,985.9,7,982.5,12,19,9,834.0,631.0
1739,254,9.6,1.2,3.4,83,15.9,66,20.0,1.7,5.8,140,7.4,986.6,19,981.9,17,17,24,157.0,1212.0
1426,254,9.3,6.2,5.6,17,13.0,59,33.0,1.9,9.2,138,4.3,981.9,16,976.8,20,1,7,766.0,426.0
38,254,9.6,0.8,6.7,67,12.6,22,32.0,6.1,21.9,8,7.0,990.5,7,973.7,0,14,0,442.0,33.0
1489,254,9.6,0.0,5.0,25,14.3,40,99.0,2.8,11.1,48,7.2,991.8,3,990.4,10,12,7,871.0,476.0
1665,254,9.2,0.0,3.0,74,15.4,56,15.0,1.1,6.4,128,8.0,992.9,19,990.2,13,10,9,1177.0,734.0
1751,254,7.7,1.2,1.5,74,13.9,61,14.0,2.2,8.1,113,6.1,991.4,19,986.5,20,23,19,226.0,1507.0
1529,254,10.8,0.0,7.5,24,14.1,40,31.0,4.4,14.7,8,7.1,993.3,14,985.7,1,16,12,587.0,519.0
1450,254,9.6,0.0,5.6,27,13.7,22,22.0,1.4,6.7,125,3.9,993.3,16,989.9,13,17,7,786.0,444.0
1486,254,10.8,0.0,5.3,74,16.2,53,33.0,1.4,5.0,18,7.1,991.6,19,988.9,12,6,3,938.0,473.0
1472,254,10.6,0.0,5.6,60,15.7,24,28.0,2.5,8.9,46,5.9,993.4,14,990.8,15,4,2,702.0,464.0
1700,254,13.0,0.0,7.2,74,18.7,71,13.0,1.1,5.6,78,7.4,994.8,18,991.9,12,10,9,715.0,859.0
75,254,8.1,0.0,6.4,9,9.8,0,99.0,0.8,8.9,140,0.0,996.6,7,993.7,13,18,3,811.0,59.0
1542,254,12.1,0.0,7.8,27,16.4,24,30.0,4.4,13.6,132,7.7,998.3,19,996.2,9,13,12,581.0,531.0
1544,254,9.8,0.0,5.1,67,14.4,66,31.0,2.5,10.8,117,7.8,997.5,16,993.1,12,17,9,709.0,534.0
562,254,11.7,0.0,8.7,13,14.7,21,33.0,3.3,12.8,131,7.6,999.4,19,996.4,9,7,7,674.0,404.0
1485,254,11.0,0.0,5.4,44,16.6,71,28.0,5.8,14.4,91,7.8,1001.6,4,997.0,0,16,6,505.0,472.0
503,254,10.8,0.0,7.5,25,14.2,53,31.0,5.0,15.8,35,4.7,1001.6,16,995.5,17,15,6,674.0,381.0
1531,254,7.2,0.0,2.2,62,12.3,34,29.0,0.6,5.0,117,7.1,995.5,16,989.7,17,6,12,1229.0,521.0
1675,254,11.4,2.2,7.6,85,15.2,24,30.0,2.2,10.3,107,6.5,990.9,11,983.3,17,17,2,738.0,766.0
1641,254,9.6,7.4,6.9,83,12.3,13,34.0,3.1,15.0,126,0.0,983.3,16,974.1,11,21,2,42.0,685.0
581,254,10.8,0.0,8.4,25,13.1,18,31.0,7.5,18.3,73,5.7,992.6,7,981.2,10,17,0,402.0,415.0
1628,254,8.8,0.0,4.6,62,13.1,72,22.0,0.8,11.7,133,0.2,993.1,19,989.5,17,12,7,1198.0,671.0
1493,254,13.3,0.0,9.0,25,17.6,12,26.0,4.2,19.4,53,2.9,994.2,7,985.0,11,16,2,703.0,478.0
1538,254,7.2,0.0,3.0,25,11.5,53,99.0,2.5,8.1,71,5.1,999.4,18,994.2,10,2,9,939.0,528.0
1630,254,4.8,0.0,0.8,67,8.7,56,99.0,3.1,8.6,113,2.6,997.5,5,990.1,5,7,20,851.0,674.0
1664,254,9.8,0.0,4.5,62,15.0,53,32.0,1.4,10.8,113,7.6,992.3,4,988.7,7,1,3,1031.0,728.0
1735,254,10.4,0.0,5.8,85,14.9,55,28.0,1.7,8.3,134,6.6,998.2,7,992.0,10,5,23,1616.0,1172.0
1748,254,9.6,0.0,4.0,83,15.3,71,27.0,1.7,8.6,143,6.0,999.8,19,997.5,3,15,22,2996.0,1388.0
1623,254,10.4,0.0,4.8,51,15.9,56,32.0,1.4,6.1,113,7.7,1001.6,19,999.1,15,13,7,888.0,665.0
1609,254,9.2,0.0,4.4,67,14.0,53,15.0,1.1,3.3,136,7.6,1001.8,19,998.4,18,12,21,1137.0,634.0
1527,254,8.0,0.0,1.7,62,14.3,71,31.0,1.9,7.5,86,7.7,999.4,16,996.5,12,7,8,842.0,517.0
568,254,3.8,0.0,2.2,72,5.3,22,14.0,1.4,5.3,67,0.0,1000.1,14,997.9,7,0,5,364.0,406.0
559,254,4.6,0.0,2.6,41,6.5,53,20.0,1.7,5.8,19,0.0,1000.9,14,998.5,13,6,6,5.0,403.0
465,254,4.8,0.0,3.9,43,5.7,56,28.0,1.7,4.7,20,0.0,999.3,19,997.0,15,16,0,508.0,362.0
1535,254,7.4,0.0,3.2,75,11.7,34,14.0,1.7,5.0,66,6.0,999.4,19,997.3,15,2,6,657.0,525.0
1556,254,8.2,0.0,2.2,60,14.1,56,30.0,1.7,10.3,115,7.7,1000.6,19,998.1,8,15,8,1204.0,549.0
1680,254,4.6,0.0,-1.5,85,10.7,22,29.0,1.4,6.7,41,4.4,1002.7,19,999.0,13,6,0,1049.0,778.0
1714,254,2.3,0.0,-2.5,68,7.1,56,15.0,1.9,5.6,139,3.9,1002.3,15,998.7,15,9,17,1074.0,915.0
1634,254,2.1,0.0,-2.1,38,6.3,53,15.0,1.7,5.0,31,4.5,1001.8,18,999.1,15,0,10,461.0,676.0
1517,254,5.8,0.0,-0.4,36,11.9,22,31.0,5.6,16.7,12,7.7,999.6,14,996.7,5,7,2,68.0,502.0
1743,254,4.3,0.0,-1.4,72,10.0,53,29.0,0.6,12.5,105,7.7,1000.9,19,998.0,12,14,12,1554.0,1268.0
1723,254,0.8,0.0,-4.1,28,5.7,40,13.0,1.4,5.8,92,4.3,1003.2,4,998.6,7,14,17,2233.0,1015.0
1616,254,5.3,0.0,-4.4,67,15.0,66,31.0,4.7,15.8,124,7.8,1003.5,19,998.5,13,15,2,1152.0,646.0
1560,254,9.5,0.0,5.2,62,13.8,56,30.0,6.4,16.1,78,7.8,1001.1,19,998.0,15,14,5,614.0,554.0
1487,254,6.4,0.0,3.0,63,9.8,22,31.0,7.5,17.8,70,7.5,1001.2,18,998.4,9,6,2,621.0,475.0
1497,254,6.9,0.0,3.2,26,10.6,22,31.0,7.8,19.2,128,7.9,1001.2,10,994.9,17,14,2,613.0,482.0
576,254,9.0,0.0,5.7,25,12.4,26,32.0,9.7,24.2,6,7.8,995.2,16,987.3,19,20,3,493.0,412.0
518,254,4.7,0.0,1.9,25,7.5,29,32.0,6.9,23.3,59,7.8,992.7,3,987.3,9,17,11,576.0,384.0
1436,254,4.9,0.0,1.5,41,8.3,40,32.0,7.8,18.1,99,7.9,998.1,4,992.4,9,17,0,576.0,433.0
440,254,7.8,0.0,4.5,23,11.2,29,33.0,7.5,20.3,21,7.9,998.5,19,996.3,12,15,10,515.0,351.0
399,254,9.8,0.0,6.9,76,12.8,56,31.0,8.9,21.1,117,7.7,997.5,16,993.4,17,9,0,462.0,335.0
500,254,11.2,0.0,8.3,38,14.0,29,30.0,8.3,22.8,110,7.1,993.8,5,990.0,18,14,2,515.0,378.0
1547,254,8.4,0.0,2.7,25,14.2,55,30.0,2.5,8.3,71,7.9,992.6,18,988.9,13,7,5,1047.0,538.0
1687,254,2.8,0.0,0.7,68,5.0,33,31.0,1.9,6.7,106,0.0,989.8,16,986.2,12,3,15,694.0,809.0
61,254,4.6,0.0,-0.7,79,10.0,55,31.0,5.3,16.1,3,0.6,990.0,4,986.8,15,6,12,684.0,44.0
1480,254,6.6,0.0,3.9,16,9.4,24,30.0,2.5,9.7,118,2.2,989.8,16,985.9,19,6,9,866.0,468.0
1539,254,6.8,6.4,1.5,27,12.0,71,13.0,2.8,8.1,17,4.6,986.3,16,979.5,17,6,0,755.0,529.0
475,254,7.4,0.0,3.8,48,11.1,21,31.0,6.4,18.9,46,6.4,986.5,14,978.9,15,16,2,519.0,367.0
514,254,7.5,0.0,4.7,79,10.3,23,31.0,6.7,19.2,92,7.1,989.7,6,986.5,10,17,5,545.0,383.0
1548,254,6.0,0.2,3.5,37,8.5,26,22.0,4.7,17.5,49,0.0,988.8,16,977.6,17,1,2,771.0,539.0
471,254,8.2,0.4,4.7,26,11.8,22,34.0,8.1,22.5,87,1.9,977.6,16,970.1,16,17,2,505.0,366.0
46,254,6.6,0.0,4.8,1,8.3,55,33.0,6.7,17.5,135,3.2,984.1,7,975.2,10,15,6,611.0,37.0
457,254,10.2,0.0,5.8,46,14.6,26,32.0,8.1,20.3,17,6.6,989.4,4,982.8,7,14,2,497.0,361.0
409,254,11.4,0.0,8.3,50,14.5,54,31.0,4.7,17.2,11,8.3,990.0,15,983.1,17,0,9,792.0,339.0
383,254,8.2,0.2,3.7,66,12.7,12,33.0,6.4,22.8,53,4.9,985.8,4,980.1,7,1,3,545.0,325.0
485,254,8.9,0.0,5.8,30,12.0,24,33.0,5.8,24.2,112,3.5,985.7,4,980.0,16,17,22,65.0,372.0
432,254,9.2,1.2,6.0,81,12.4,56,28.0,5.0,18.1,121,1.1,985.7,16,975.2,13,6,3,847.0,348.0
594,254,9.2,5.4,5.5,23,12.8,23,27.0,2.2,10.6,142,7.5,981.1,18,973.1,17,1,7,994.0,422.0
1575,254,11.2,3.4,5.3,43,17.1,54,28.0,2.5,10.6,135,2.8,973.1,16,963.1,17,10,7,814.0,577.0
438,254,10.8,0.2,6.5,21,15.2,40,29.0,5.0,17.8,143,4.1,963.4,16,959.0,12,17,2,574.0,351.0
345,254,5.4,1.2,2.7,50,8.1,55,32.0,8.6,25.6,99,5.0,986.0,7,962.6,10,7,0,414.0,309.0
356,254,5.0,0.0,1.7,40,8.4,56,32.0,8.1,20.0,88,8.4,997.2,3,986.0,10,17,12,532.0,313.0
524,254,8.8,0.0,3.9,74,13.7,56,33.0,5.3,14.7,87,7.7,997.1,14,994.5,12,6,5,653.0,387.0
564,254,11.9,0.0,7.7,68,16.1,59,32.0,5.8,15.0,21,8.4,997.7,18,995.1,13,1,3,59.0,405.0
1598,254,11.2,0.0,5.1,69,17.4,69,31.0,1.1,8.3,14,8.5,996.5,16,990.8,18,12,6,1121.0,622.0
1441,254,10.0,0.0,4.0,83,16.0,53,32.0,3.1,11.4,55,8.1,993.7,4,990.4,7,15,2,66.0,435.0
1672,254,9.7,0.0,3.0,39,16.4,54,12.0,3.1,8.3,143,8.5,993.4,16,987.7,19,12,9,818.0,752.0
1645,254,11.0,0.0,4.3,64,17.7,56,14.0,1.9,7.8,142,8.5,992.4,19,988.4,18,0,2,1007.0,692.0
1561,254,12.6,0.0,6.9,49,18.3,55,29.0,5.8,16.9,116,4.9,993.6,7,986.8,12,19,16,736.0,555.0
498,254,9.8,0.0,6.9,25,12.7,59,33.0,7.5,18.9,72,8.6,1000.6,7,993.5,10,1,2,475.0,376.0
1573,254,8.8,0.0,3.0,81,14.7,56,31.0,1.4,9.7,74,8.6,1002.9,14,999.6,18,7,0,1055.0,574.0
1683,254,8.2,0.0,0.7,74,15.7,69,16.0,1.4,7.5,100,8.6,1001.8,18,999.1,18,15,9,1017.0,784.0
1640,254,9.2,0.0,3.2,77,15.2,69,14.0,2.8,8.9,46,6.0,1003.7,19,998.8,15,12,6,907.0,684.0
1701,254,7.3,0.0,1.4,63,13.2,68,14.0,1.9,5.6,135,4.2,1000.9,18,996.9,18,20,18,966.0,862.0
1717,254,8.7,0.0,0.6,66,16.8,68,12.0,1.9,8.9,137,8.9,999.9,19,994.9,18,16,9,1007.0,944.0
1728,254,8.4,0.0,-0.2,74,17.0,69,13.0,2.5,8.6,72,9.0,996.1,14,989.8,19,12,11,1289.0,1066.0
3,254,10.3,0.0,5.0,11,15.6,31,14.0,1.7,8.9,32,6.1,992.1,19,987.7,18,20,9,1032.0,7.0
1642,254,8.2,0.0,2.1,68,14.4,55,13.0,1.7,5.6,115,7.2,992.1,14,989.1,18,13,9,1209.0,686.0
1682,254,8.6,0.0,2.0,40,15.2,69,14.0,2.2,6.7,138,6.1,996.2,7,991.8,10,5,16,1558.0,781.0
1715,254,9.9,0.0,1.8,74,18.0,55,15.0,1.9,6.7,110,9.3,1000.6,7,996.2,10,19,20,1862.0,924.0
1583,254,11.6,0.0,2.5,79,20.8,55,33.0,1.7,7.2,12,9.4,1001.7,15,996.8,15,16,15,1842.0,594.0
1492,254,13.8,0.0,4.3,39,23.2,55,33.0,4.4,13.1,32,9.2,998.2,7,993.8,18,9,11,797.0,478.0
85,254,11.4,0.0,4.6,28,18.2,25,13.0,1.1,5.8,32,9.4,1002.4,14,998.2,10,15,9,1358.0,79.0
1755,254,11.5,0.0,3.5,74,19.5,55,14.0,1.7,6.1,115,9.6,1002.7,15,998.5,18,15,11,663.0,1618.0
1759,254,12.8,0.0,3.7,74,21.8,55,15.0,1.4,5.6,137,9.9,1001.6,15,997.3,18,20,14,5481.0,2092.0
1720,254,14.1,0.0,3.1,74,25.1,68,32.0,0.8,7.8,54,10.1,998.1,16,992.9,18,10,4,1379.0,978.0
482,254,14.6,0.0,9.9,25,19.2,53,32.0,8.1,17.5,63,9.2,997.7,11,994.6,18,3,11,602.0,371.0
1512,254,13.0,0.0,7.1,31,19.0,31,30.0,4.7,12.5,55,10.1,995.8,16,990.4,18,17,7,643.0,495.0
590,254,15.2,0.0,10.0,70,20.5,55,30.0,3.6,15.3,104,10.1,994.9,19,992.1,18,1,9,673.0,421.0
1189,254,14.2,0.0,4.4,62,24.0,61,14.0,2.2,8.6,95,8.3,993.1,16,985.5,15,11,6,1007.0,425.62113127001066
416,254,15.8,0.0,10.7,25,20.9,54,29.0,5.3,17.2,112,7.7,988.4,4,984.3,15,12,9,612.0,344.0
1619,254,14.4,0.0,8.8,62,20.0,40,99.0,2.5,9.2,71,9.5,988.3,20,982.0,17,12,6,718.0,653.0
1511,254,15.5,0.4,10.1,74,20.9,55,25.0,4.7,19.2,92,2.1,982.0,16,971.1,13,3,7,505.0,495.0
1653,254,13.0,0.0,9.2,62,16.9,25,28.0,3.1,12.5,136,9.0,986.3,4,978.8,10,12,1,1072.0,702.0
1736,254,11.4,0.0,6.6,64,16.2,69,33.0,3.9,12.2,131,8.8,997.5,7,986.2,10,18,6,713.0,1183.0
352,254,12.7,0.0,4.8,28,20.6,32,31.0,2.2,10.8,83,10.0,1000.9,19,997.5,10,17,7,601.0,312.0
329,254,14.2,0.0,7.6,74,20.7,24,31.0,4.2,15.0,83,10.1,999.0,15,996.5,15,15,6,518.0,303.0
450,254,13.0,0.0,9.2,25,16.7,71,32.0,6.9,19.2,51,10.5,1001.4,19,997.7,19,16,7,711.0,356.0
88,254,11.5,0.0,2.9,74,20.1,55,32.0,2.2,13.3,117,9.1,999.0,16,989.5,15,17,18,1074.0,122.0
2,254,10.9,0.0,7.6,74,14.2,24,29.0,7.2,20.3,3,7.2,999.7,3,991.9,10,17,6,548.0,4.0
501,254,11.6,0.0,7.5,27,15.6,56,32.0,6.4,16.7,116,7.860716348931254,999.7,11,995.5,18,17,11,571.0,378.0
1502,254,14.0,0.0,8.0,38,19.9,25,31.0,5.6,15.8,52,7.860716348931254,998.3,16,993.3,15,16,11,605.0,487.0
1694,254,15.8,0.0,5.4,74,26.3,32,30.0,1.7,8.3,105,10.7,994.5,16,984.7,19,15,6,916.0,826.0
1668,254,12.8,0.0,7.3,33,18.4,29,33.0,5.8,18.1,95,8.4,993.3,4,983.7,1,3,4,2655.0,742.0
507,254,10.8,0.0,6.2,38,15.3,71,31.0,7.2,18.9,11,10.0,995.1,3,991.5,1,5,11,53.0,382.0
0,254,10.9,0.0,6.8,39,15.0,18,32.0,8.3,17.8,4,10.6,997.2,7,992.4,5,1,11,59.0,3.0
1455,254,11.2,0.0,5.4,44,17.0,56,99.0,4.2,11.4,71,10.9,998.5,15,994.9,13,1,11,601.0,449.0
1741,254,11.2,0.0,4.2,79,18.1,57,30.0,1.1,8.3,45,10.9,999.0,14,995.0,18,4,7,983.0,1228.0
1719,254,11.4,0.0,2.4,74,20.5,69,15.0,1.9,7.8,135,10.8,998.9,19,994.7,18,3,17,145.0,962.0
1188,254,14.2,0.0,4.7,81,23.7,61,13.0,1.4,6.1,92,10.8,997.6,11,992.5,18,11,7,872.0,425.62113127001066
1187,254,15.0,0.0,5.9,81,24.2,55,30.0,1.7,11.1,101,7.860716348931254,994.9,15,990.0,18,11,6,63.0,425.62113127001066
314,254,13.2,0.0,9.1,25,17.2,55,31.0,8.9,21.9,22,10.9,992.9,15,988.5,18,5,11,484.0,294.0
1427,254,14.2,0.0,7.7,74,20.8,31,32.0,5.3,15.8,85,11.0,993.4,15,988.5,18,5,3,548.0,427.0
